account_id,date,amount,merchant_name,merchant_entity_id,payment_channel,personal_finance_category,pending
ACCT0001,2024-05-07 06:12:34,52.33,HardwarePro #1,1028,online,Retail/Hardware,False
ACCT0001,2024-05-14 16:48:11,18.52,StreamingMusic #4,1185,online,Entertainment/Streaming Services,False
ACCT0001,2024-05-15 01:46:29,59.0,FlyAway Airlines #4,1155,online,Travel/Airfare,False
ACCT0001,2024-05-15 16:31:16,58.27,HomeGoods Store #4,1163,contactless,Retail/Home & Garden,False
ACCT0001,2024-05-19 09:38:13,34.91,CraftsOnline #1,1040,mobile,Retail/Handmade Goods,False
ACCT0001,2024-05-21 16:31:40,25.49,PetWorld #4,1164,in-store,Retail/Pet Supplies,False
ACCT0001,2024-05-26 07:17:21,21.56,CloudStorage #4,1183,in-store,Entertainment/Cloud Services,False
ACCT0001,2024-05-26 13:44:46,13.7,OnlineMart #3,1117,atm_withdrawal,Retail/Online Marketplace,False
ACCT0001,2024-06-01 20:32:38,57.08,PharmaCare #4,1161,in-store,Health/Pharmacies,False
ACCT0001,2024-06-07 21:26:20,35.19,SubscriptionBox #3,1130,online,Retail/Subscription Services,False
ACCT0001,2024-06-15 01:14:52,25.0,LocalFarmer #4,1176,in-store,Groceries/Farmers Market,False
ACCT0001,2024-06-21 03:05:24,46.4,LegalAid #4,1196,in-store,Services/Legal Services,False
ACCT0001,2024-06-28 09:52:50,63.1,PayUtilities #3,1118,contactless,Bills & Utilities/Utilities,False
ACCT0001,2024-06-28 20:32:25,24.95,FineDining LLC #2,1072,mobile,Food & Drink/Restaurants,False
ACCT0001,2024-07-04 09:15:03,25.16,LocalBakery #1,1029,in-store,Food & Drink/Bakeries,False
ACCT0001,2024-07-08 18:35:09,12.5,GymFlex #1,1010,online,Health & Fitness/Gym Memberships,True
ACCT0001,2024-07-14 01:54:30,99.77,HardwarePro #1,1028,in-store,Retail/Hardware,False
ACCT0001,2024-07-16 12:38:29,37.31,OnlineMart #1,1017,online,Retail/Online Marketplace,False
ACCT0001,2024-07-18 18:44:01,33.36,StreamFlix #3,1108,contactless,Entertainment/Streaming Services,False
ACCT0001,2024-07-23 11:14:08,8.61,StarBite Cafe #4,1150,online,Food & Drink/Coffee Shops,False
ACCT0001,2024-07-27 10:34:29,13.86,BookBarn #3,1107,online,Retail/Books,False
ACCT0001,2024-08-05 07:11:51,58.15,HardwarePro #1,1028,contactless,Retail/Hardware,False
ACCT0001,2024-08-08 18:38:41,23.25,QuickFuel #2,1054,in-store,Transport/Fuel,False
ACCT0001,2024-08-19 03:15:14,26.86,CloudStorage #3,1133,in-store,Entertainment/Cloud Services,True
ACCT0001,2024-08-24 07:55:59,31.28,FineDining LLC #2,1072,in-store,Food & Drink/Restaurants,False
ACCT0001,2024-08-24 12:17:59,11.25,DiscountOutlets #1,1042,online,Retail/Discount Stores,False
ACCT0001,2024-08-30 07:50:30,31.38,LanguageSchool #3,1148,contactless,Education/Local Classes,False
ACCT0001,2024-09-01 00:22:19,32.55,LanguageSchool #2,1098,mobile,Education/Local Classes,False
ACCT0001,2024-09-05 06:34:08,9.66,FineDining LLC #4,1172,mobile,Food & Drink/Restaurants,False
ACCT0001,2024-09-06 04:12:18,40.94,MobileCarrier #4,1184,in-store,Bills & Utilities/Mobile Phone,False
ACCT0001,2024-09-12 12:56:58,61.91,PayUtilities #4,1168,online,Bills & Utilities/Utilities,False
ACCT0001,2024-09-28 05:03:32,37.87,LocalBakery #3,1129,in-store,Food & Drink/Bakeries,False
ACCT0001,2024-10-02 06:32:16,69.73,InsuranceCo #1,1019,in-store,Financial/Insurance Premiums,False
ACCT0001,2024-10-03 16:58:00,17.8,DiscountOutlets #1,1042,online,Retail/Discount Stores,False
ACCT0001,2024-10-04 01:47:20,30.92,GardenCenter #4,1189,in-store,Retail/Nurseries,False
ACCT0001,2024-10-12 07:58:54,29.26,HomeGoods Store #1,1013,in-store,Retail/Home & Garden,False
ACCT0001,2024-10-13 13:39:47,32.7,StarBite Cafe #5,1200,in-store,Food & Drink/Coffee Shops,False
ACCT0001,2024-10-16 16:20:59,24.4,StarBite Cafe #4,1150,in-store,Food & Drink/Coffee Shops,False
ACCT0001,2024-10-18 09:25:35,6.74,StreamFlix #4,1158,contactless,Entertainment/Streaming Services,False
ACCT0001,2024-10-21 06:45:44,19.08,AutoServ #4,1162,online,Services/Auto Repair,False
ACCT0001,2024-10-22 06:45:04,19.6,MovieRentals #2,1093,in-store,Entertainment/On-demand Rentals,False
ACCT0001,2024-11-06 13:13:59,42.92,MedicalCenter #3,1136,online,Health/Medical Services,False
ACCT0001,2024-11-06 16:07:24,81.06,AutoServ #3,1112,contactless,Services/Auto Repair,False
ACCT0001,2024-11-09 20:33:00,94.16,HardwarePro #2,1078,mobile,Retail/Hardware,False
ACCT0001,2024-11-09 23:57:32,48.31,PetWorld #3,1114,online,Retail/Pet Supplies,False
ACCT0001,2024-11-15 10:42:54,28.82,StreamingMusic #2,1085,in-store,Entertainment/Streaming Services,False
ACCT0001,2024-11-20 13:53:17,53.67,CinemaWorld #1,1024,in-store,Entertainment/Movie Theaters,False
ACCT0001,2024-11-22 08:10:47,45.08,MobileCarrier #1,1034,online,Bills & Utilities/Mobile Phone,False
ACCT0001,2024-11-24 10:07:18,14.3,eBookStore #4,1197,online,Retail/Digital Books,False
ACCT0001,2024-11-27 02:38:40,9.67,OfficeSupply Co #4,1175,in-store,Retail/Office Supplies,False
ACCT0001,2024-11-28 22:34:26,49.72,MobileCarrier #4,1184,in-store,Bills & Utilities/Mobile Phone,False
ACCT0001,2024-12-01 22:00:57,92.97,FurnitureCo #1,1038,mobile,Retail/Furniture,False
ACCT0001,2024-12-03 02:18:32,48.75,BeerBarn #1,1044,mobile,Food & Drink/Bars & Pubs,False
ACCT0001,2024-12-03 13:22:27,9.32,OfficeSupply Co #1,1025,online,Retail/Office Supplies,False
ACCT0001,2024-12-07 16:35:38,67.04,InsuranceCo #3,1119,in-store,Financial/Insurance Premiums,False
ACCT0001,2024-12-08 23:51:15,84.37,StayComfort Hotel #3,1106,in-store,Travel/Lodging,False
ACCT0001,2024-12-09 06:23:27,48.2,StreamingMusic #4,1185,in-store,Entertainment/Streaming Services,False
ACCT0001,2024-12-10 20:41:06,15.45,PetWorld #1,1014,in-store,Retail/Pet Supplies,False
ACCT0001,2024-12-12 23:57:34,78.74,ConcertHall #1,1027,in-store,Entertainment/Live Events,False
ACCT0001,2024-12-14 23:07:43,47.18,ElectroHub #1,1003,contactless,Retail/Electronics,False
ACCT0001,2024-12-28 13:00:33,4.33,AutoServ #1,1012,contactless,Services/Auto Repair,False
ACCT0001,2024-12-31 09:25:42,196.73,CityMall Clothing #2,1052,online,Retail/Clothing,False
ACCT0002,2024-01-01 21:55:34,41.03,TaxServices #3,1132,online,Financial/Tax Services,False
ACCT0002,2024-01-07 18:18:30,14.24,ConcertHall #1,1027,online,Entertainment/Live Events,False
ACCT0002,2024-01-08 08:34:07,51.34,CityMall Clothing #3,1102,online,Retail/Clothing,False
ACCT0002,2024-01-16 07:12:53,6.35,BeerBarn #4,1194,in-store,Food & Drink/Bars & Pubs,False
ACCT0002,2024-01-19 19:04:15,55.78,GardenCenter #3,1139,online,Retail/Nurseries,False
ACCT0002,2024-02-06 21:14:59,51.82,OnlineMart #3,1117,in-store,Retail/Online Marketplace,False
ACCT0002,2024-02-13 07:07:35,34.55,HardwarePro #2,1078,mobile,Retail/Hardware,False
ACCT0002,2024-02-14 08:56:28,21.6,HomeGoods Store #2,1063,in-store,Retail/Home & Garden,False
ACCT0002,2024-02-15 10:16:20,56.51,OnlineMart #3,1117,in-store,Retail/Online Marketplace,False
ACCT0002,2024-02-16 13:06:48,32.99,FreshBites #2,1059,online,Food & Drink/Fast Food,False
ACCT0002,2024-02-29 03:15:56,12.18,ConcertHall #3,1127,online,Entertainment/Live Events,False
ACCT0002,2024-03-03 00:40:38,17.24,OfficeSupply Co #3,1125,mobile,Retail/Office Supplies,False
ACCT0002,2024-03-08 02:58:18,8.09,BeerBarn #2,1094,in-store,Food & Drink/Bars & Pubs,False
ACCT0002,2024-03-08 17:56:23,31.27,CityMall Clothing #2,1052,online,Retail/Clothing,False
ACCT0002,2024-03-10 02:17:49,23.18,DiscountOutlets #4,1192,mobile,Retail/Discount Stores,False
ACCT0002,2024-03-13 02:03:10,74.64,InsuranceCo #2,1069,mobile,Financial/Insurance Premiums,False
ACCT0002,2024-03-18 15:02:08,24.46,OnlineMart #4,1167,online,Retail/Online Marketplace,False
ACCT0002,2024-03-24 09:06:37,88.05,StarBite Cafe #5,1200,in-store,Food & Drink/Coffee Shops,False
ACCT0002,2024-03-26 22:19:57,45.17,PetWorld #3,1114,in-store,Retail/Pet Supplies,False
ACCT0002,2024-03-30 15:33:41,32.31,LegalAid #4,1196,online,Services/Legal Services,False
ACCT0002,2024-04-01 09:00:45,12.89,MovieRentals #2,1093,online,Entertainment/On-demand Rentals,False
ACCT0002,2024-04-16 20:13:16,37.1,LocalFarmer #1,1026,mobile,Groceries/Farmers Market,False
ACCT0002,2024-04-18 11:51:16,14.56,OfficeSupply Co #3,1125,in-store,Retail/Office Supplies,False
ACCT0002,2024-04-22 08:27:31,23.53,OfficeSupply Co #3,1125,in-store,Retail/Office Supplies,False
ACCT0002,2024-04-23 20:04:40,50.55,BookBarn #4,1157,contactless,Retail/Books,False
ACCT0002,2024-04-25 16:24:28,32.72,FreshBites #4,1159,contactless,Food & Drink/Fast Food,False
ACCT0002,2024-04-27 19:51:22,37.76,CinemaWorld #2,1074,in-store,Entertainment/Movie Theaters,False
ACCT0002,2024-04-29 15:01:39,14.6,BeautySalon #4,1173,contactless,Services/Personal Care,False
ACCT0002,2024-05-02 18:24:14,62.68,LocalBakery #4,1179,contactless,Food & Drink/Bakeries,False
ACCT0002,2024-05-04 03:44:49,61.6,PharmaCare #4,1161,in-store,Health/Pharmacies,False
ACCT0002,2024-05-04 09:42:37,28.42,HardwarePro #4,1178,online,Retail/Hardware,False
ACCT0002,2024-05-08 07:07:46,14.85,LocalBakery #2,1079,in-store,Food & Drink/Bakeries,False
ACCT0002,2024-05-09 15:07:52,154.46,PetWorld #1,1014,in-store,Retail/Pet Supplies,False
ACCT0002,2024-05-10 14:16:42,73.74,PetWorld #4,1164,in-store,Retail/Pet Supplies,False
ACCT0002,2024-05-11 15:51:18,49.38,MovieRentals #1,1043,mobile,Entertainment/On-demand Rentals,False
ACCT0002,2024-05-14 18:24:52,35.51,BeautySalon #4,1173,online,Services/Personal Care,False
ACCT0002,2024-05-16 00:18:46,96.61,SubscriptionBox #3,1130,in-store,Retail/Subscription Services,False
ACCT0002,2024-05-16 17:08:59,65.3,ElectroHub #2,1053,in-store,Retail/Electronics,False
ACCT0002,2024-05-21 17:00:33,71.48,SubscriptionBox #4,1180,contactless,Retail/Subscription Services,False
ACCT0002,2024-05-27 14:07:29,11.41,LegalAid #3,1146,mobile,Services/Legal Services,False
ACCT0002,2024-05-29 01:14:18,12.35,ToyHouse #3,1121,mobile,Retail/Toys & Games,False
ACCT0002,2024-05-30 11:23:27,75.0,CityTransit #1,1015,in-store,Transport/Public Transit,False
ACCT0002,2024-06-02 20:27:44,19.39,GreenLeaf Grocery #4,1151,in-store,Groceries/Supermarkets,False
ACCT0002,2024-06-14 19:16:01,67.27,PharmaCare #3,1111,in-store,Health/Pharmacies,False
ACCT0002,2024-06-16 06:29:20,30.64,LanguageSchool #2,1098,in-store,Education/Local Classes,False
ACCT0002,2024-06-19 10:42:06,48.81,FlyAway Airlines #3,1105,contactless,Travel/Airfare,False
ACCT0002,2024-06-28 07:41:04,42.12,PetWorld #1,1014,mobile,Retail/Pet Supplies,False
ACCT0002,2024-07-04 19:48:31,100.09,CloudStorage #3,1133,online,Entertainment/Cloud Services,False
ACCT0002,2024-07-04 20:57:53,86.24,PharmaCare #3,1111,online,Health/Pharmacies,False
ACCT0002,2024-07-07 05:38:38,28.28,RideShareCo #2,1066,contactless,Transport/Rideshare,False
ACCT0002,2024-07-11 12:45:12,23.7,CinemaWorld #4,1174,in-store,Entertainment/Movie Theaters,False
ACCT0002,2024-07-13 10:40:45,34.43,TutorNet #3,1137,contactless,Education/Online Courses,False
ACCT0002,2024-07-15 15:06:15,42.15,GreenLeaf Grocery #2,1051,online,Groceries/Supermarkets,False
ACCT0002,2024-07-26 23:10:53,24.22,CinemaWorld #4,1174,online,Entertainment/Movie Theaters,False
ACCT0002,2024-07-27 15:35:48,125.63,StreamingMusic #4,1185,in-store,Entertainment/Streaming Services,False
ACCT0002,2024-08-03 08:53:05,23.44,FineDining LLC #2,1072,online,Food & Drink/Restaurants,False
ACCT0002,2024-08-05 23:35:21,48.41,GardenCenter #2,1089,online,Retail/Nurseries,False
ACCT0002,2024-08-07 09:36:39,17.9,GreenLeaf Grocery #4,1151,in-store,Groceries/Supermarkets,False
ACCT0002,2024-08-11 20:52:31,24.73,StarBite Cafe #4,1150,contactless,Food & Drink/Coffee Shops,False
ACCT0002,2024-08-13 03:33:58,21.23,LocalFarmer #1,1026,online,Groceries/Farmers Market,False
ACCT0002,2024-08-21 17:09:24,112.94,HomeGoods Store #2,1063,in-store,Retail/Home & Garden,False
ACCT0002,2024-08-24 03:41:53,20.5,SubscriptionBox #1,1030,in-store,Retail/Subscription Services,False
ACCT0002,2024-08-26 13:52:46,47.17,CinemaWorld #3,1124,online,Entertainment/Movie Theaters,False
ACCT0002,2024-08-27 02:09:48,53.05,SubscriptionBox #1,1030,contactless,Retail/Subscription Services,False
ACCT0002,2024-08-30 21:07:36,26.61,CloudStorage #1,1033,contactless,Entertainment/Cloud Services,False
ACCT0002,2024-08-30 22:58:51,49.49,TaxServices #2,1082,online,Financial/Tax Services,False
ACCT0002,2024-09-07 04:28:34,64.4,InsuranceCo #4,1169,online,Financial/Insurance Premiums,False
ACCT0002,2024-09-08 14:50:01,13.55,CloudStorage #4,1183,in-store,Entertainment/Cloud Services,False
ACCT0002,2024-09-10 09:42:25,53.83,HardwarePro #4,1178,contactless,Retail/Hardware,False
ACCT0002,2024-09-13 17:31:28,10.76,CharityHelp #2,1070,in-store,Other/Donations,True
ACCT0002,2024-09-17 22:17:26,83.9,OfficeSupply Co #2,1075,contactless,Retail/Office Supplies,False
ACCT0002,2024-09-24 20:17:39,45.89,LegalAid #1,1046,contactless,Services/Legal Services,False
ACCT0002,2024-09-25 19:18:06,34.27,GreenLeaf Grocery #4,1151,contactless,Groceries/Supermarkets,False
ACCT0002,2024-09-30 00:58:25,35.98,GymFlex #4,1160,online,Health & Fitness/Gym Memberships,False
ACCT0002,2024-10-02 23:47:34,21.33,StreamFlix #3,1108,mobile,Entertainment/Streaming Services,False
ACCT0002,2024-10-05 12:29:59,48.2,LegalAid #4,1196,in-store,Services/Legal Services,False
ACCT0002,2024-10-09 00:35:26,75.58,SubscriptionBox #2,1080,in-store,Retail/Subscription Services,False
ACCT0002,2024-10-09 02:10:00,67.69,WeddingService #1,1045,online,Services/Event Services,False
ACCT0002,2024-10-10 09:44:08,65.29,PetWorld #1,1014,online,Retail/Pet Supplies,False
ACCT0002,2024-10-16 01:22:34,26.46,ParkingLot Inc #1,1031,online,Transport/Parking,False
ACCT0002,2024-10-27 00:48:43,33.38,LanguageSchool #3,1148,contactless,Education/Local Classes,False
ACCT0002,2024-11-17 20:02:19,22.7,OfficeSupply Co #1,1025,mobile,Retail/Office Supplies,True
ACCT0002,2024-11-18 21:03:09,15.67,LanguageSchool #3,1148,in-store,Education/Local Classes,False
ACCT0002,2024-11-25 13:08:55,62.28,FineDining LLC #1,1022,online,Food & Drink/Restaurants,False
ACCT0002,2024-11-27 10:00:54,17.55,SubscriptionBox #3,1130,online,Retail/Subscription Services,False
ACCT0002,2024-11-28 13:07:08,46.83,HardwarePro #2,1078,in-store,Retail/Hardware,True
ACCT0002,2024-12-01 04:04:30,43.2,FlyAway Airlines #3,1105,mobile,Travel/Airfare,False
ACCT0002,2024-12-04 06:27:07,37.71,GreenLeaf Grocery #4,1151,online,Groceries/Supermarkets,False
ACCT0002,2024-12-08 12:21:01,137.31,BookBarn #4,1157,online,Retail/Books,False
ACCT0002,2024-12-11 12:54:51,33.17,MedicalCenter #4,1186,online,Health/Medical Services,False
ACCT0002,2024-12-12 17:10:04,14.88,CinemaWorld #2,1074,online,Entertainment/Movie Theaters,False
ACCT0002,2024-12-13 23:49:42,25.77,CityTransit #2,1065,mobile,Transport/Public Transit,False
ACCT0002,2024-12-15 05:10:11,22.53,WeddingService #3,1145,in-store,Services/Event Services,False
ACCT0002,2024-12-15 07:31:58,102.73,FreshBites #4,1159,online,Food & Drink/Fast Food,False
ACCT0002,2024-12-17 23:03:58,44.69,WeddingService #3,1145,online,Services/Event Services,False
ACCT0002,2024-12-19 05:12:13,12.93,FurnitureCo #3,1138,mobile,Retail/Furniture,False
ACCT0002,2024-12-20 12:41:05,25.69,GymFlex #4,1160,contactless,Health & Fitness/Gym Memberships,False
ACCT0002,2024-12-24 09:01:53,29.61,LocalFarmer #2,1076,mobile,Groceries/Farmers Market,False
ACCT0003,2024-01-10 08:13:53,158.99,ToyHouse #1,1021,in-store,Retail/Toys & Games,False
ACCT0003,2024-01-14 11:35:36,67.62,ConcertHall #3,1127,online,Entertainment/Live Events,False
ACCT0003,2024-01-17 22:23:13,8.79,FineDining LLC #2,1072,online,Food & Drink/Restaurants,False
ACCT0003,2024-01-18 04:04:15,43.96,HomeGoods Store #3,1113,mobile,Retail/Home & Garden,False
ACCT0003,2024-01-19 20:12:18,16.69,CityTransit #2,1065,online,Transport/Public Transit,False
ACCT0003,2024-01-22 14:58:51,30.34,CraftsOnline #4,1190,online,Retail/Handmade Goods,False
ACCT0003,2024-01-22 23:55:58,18.32,CityTransit #3,1115,online,Transport/Public Transit,False
ACCT0003,2024-01-23 20:24:23,27.16,ToyHouse #3,1121,in-store,Retail/Toys & Games,True
ACCT0003,2024-01-24 07:25:38,13.5,LocalBakery #2,1079,in-store,Food & Drink/Bakeries,False
ACCT0003,2024-01-26 21:05:17,29.38,FreshBites #4,1159,online,Food & Drink/Fast Food,False
ACCT0003,2024-01-27 09:38:19,20.88,FreshBites #3,1109,online,Food & Drink/Fast Food,False
ACCT0003,2024-02-04 02:53:05,7.63,FineDining LLC #3,1122,in-store,Food & Drink/Restaurants,False
ACCT0003,2024-02-09 10:36:27,66.82,PayUtilities #3,1118,online,Bills & Utilities/Utilities,False
ACCT0003,2024-02-11 10:38:09,49.66,InsuranceCo #1,1019,in-store,Financial/Insurance Premiums,False
ACCT0003,2024-02-20 21:23:34,14.06,MovieRentals #2,1093,contactless,Entertainment/On-demand Rentals,False
ACCT0003,2024-02-26 09:43:43,58.83,PharmaCare #3,1111,online,Health/Pharmacies,False
ACCT0003,2024-03-11 08:18:20,193.87,FlyAway Airlines #2,1055,in-store,Travel/Airfare,False
ACCT0003,2024-03-13 23:40:01,55.6,PayUtilities #1,1018,in-store,Bills & Utilities/Utilities,False
ACCT0003,2024-03-16 07:06:09,93.3,RideShareCo #4,1166,in-store,Transport/Rideshare,False
ACCT0003,2024-03-20 21:30:14,34.12,FlyAway Airlines #2,1055,contactless,Travel/Airfare,False
ACCT0003,2024-03-21 22:45:59,48.32,ConcertHall #2,1077,mobile,Entertainment/Live Events,False
ACCT0003,2024-03-30 04:24:34,39.77,PharmaCare #3,1111,mobile,Health/Pharmacies,False
ACCT0003,2024-04-16 18:13:52,974.75,DiscountOutlets #3,1142,contactless,Retail/Discount Stores,False
ACCT0003,2024-04-25 04:09:04,8.52,StarBite Cafe #2,1050,in-store,Food & Drink/Coffee Shops,False
ACCT0003,2024-04-30 12:05:23,20.7,LegalAid #2,1096,in-store,Services/Legal Services,False
ACCT0003,2024-05-01 14:39:18,9.92,StreamingMusic #4,1185,mobile,Entertainment/Streaming Services,False
ACCT0003,2024-05-01 18:20:01,95.89,DiscountOutlets #2,1092,in-store,Retail/Discount Stores,False
ACCT0003,2024-05-02 13:40:50,246.27,HomeGoods Store #1,1013,online,Retail/Home & Garden,False
ACCT0003,2024-05-04 04:50:36,67.09,MedicalCenter #2,1086,in-store,Health/Medical Services,False
ACCT0003,2024-05-08 01:41:30,65.68,MedicalCenter #1,1036,contactless,Health/Medical Services,False
ACCT0003,2024-05-08 05:07:42,110.88,GardenCenter #3,1139,contactless,Retail/Nurseries,False
ACCT0003,2024-05-09 23:54:42,26.01,BeautySalon #2,1073,contactless,Services/Personal Care,False
ACCT0003,2024-05-16 02:46:27,47.89,CloudStorage #3,1133,in-store,Entertainment/Cloud Services,False
ACCT0003,2024-05-22 07:07:01,27.85,OnlineMart #4,1167,mobile,Retail/Online Marketplace,False
ACCT0003,2024-05-26 22:58:31,38.03,BookBarn #4,1157,in-store,Retail/Books,False
ACCT0003,2024-05-28 03:25:01,89.35,BookBarn #3,1107,contactless,Retail/Books,False
ACCT0003,2024-05-29 13:00:39,24.38,TutorNet #1,1037,online,Education/Online Courses,False
ACCT0003,2024-06-04 08:37:03,119.76,AutoServ #4,1162,online,Services/Auto Repair,False
ACCT0003,2024-06-10 09:32:25,62.98,PharmaCare #1,1011,atm_withdrawal,Health/Pharmacies,False
ACCT0003,2024-06-12 21:22:45,107.66,OfficeSupply Co #4,1175,in-store,Retail/Office Supplies,False
ACCT0003,2024-06-14 20:20:09,51.55,GymFlex #4,1160,online,Health & Fitness/Gym Memberships,False
ACCT0003,2024-06-18 08:07:51,78.24,PayUtilities #4,1168,online,Bills & Utilities/Utilities,False
ACCT0003,2024-06-19 02:37:42,3.34,GardenCenter #1,1039,in-store,Retail/Nurseries,False
ACCT0003,2024-06-19 04:02:22,30.13,GardenCenter #4,1189,online,Retail/Nurseries,False
ACCT0003,2024-06-22 07:21:49,30.57,LuxuryBoutique #4,1191,in-store,Retail/Luxury Goods,False
ACCT0003,2024-06-25 07:46:42,50.24,PayUtilities #1,1018,online,Bills & Utilities/Utilities,False
ACCT0003,2024-06-28 00:11:55,31.55,TutorNet #2,1087,in-store,Education/Online Courses,False
ACCT0003,2024-06-30 02:25:55,18.75,FineDining LLC #4,1172,mobile,Food & Drink/Restaurants,False
ACCT0003,2024-07-04 09:11:13,391.18,FlyAway Airlines #1,1005,in-store,Travel/Airfare,False
ACCT0003,2024-07-07 03:48:17,16.43,MovieRentals #3,1143,online,Entertainment/On-demand Rentals,False
ACCT0003,2024-07-07 21:36:28,20.21,StarBite Cafe #2,1050,online,Food & Drink/Coffee Shops,False
ACCT0003,2024-07-09 04:35:03,30.64,CraftsOnline #4,1190,online,Retail/Handmade Goods,False
ACCT0003,2024-07-17 13:49:21,46.63,BeautySalon #2,1073,mobile,Services/Personal Care,False
ACCT0003,2024-07-22 08:12:07,38.88,RideShareCo #1,1016,contactless,Transport/Rideshare,False
ACCT0003,2024-07-24 13:43:06,15.78,BeautySalon #3,1123,online,Services/Personal Care,False
ACCT0003,2024-07-30 10:52:29,6.55,FreshBites #2,1059,online,Food & Drink/Fast Food,False
ACCT0003,2024-07-31 20:06:53,103.86,CraftsOnline #1,1040,online,Retail/Handmade Goods,False
ACCT0003,2024-08-02 14:21:10,26.54,eBookStore #2,1097,online,Retail/Digital Books,False
ACCT0003,2024-08-03 16:07:47,75.27,CraftsOnline #4,1190,in-store,Retail/Handmade Goods,False
ACCT0003,2024-08-06 10:42:16,43.83,ParkingLot Inc #2,1081,online,Transport/Parking,False
ACCT0003,2024-08-11 18:25:33,34.21,HomeGoods Store #2,1063,in-store,Retail/Home & Garden,False
ACCT0003,2024-08-12 16:33:39,63.76,HomeGoods Store #3,1113,in-store,Retail/Home & Garden,False
ACCT0003,2024-08-13 12:21:11,57.16,LuxuryBoutique #4,1191,online,Retail/Luxury Goods,False
ACCT0003,2024-08-14 13:17:13,14.55,StayComfort Hotel #4,1156,mobile,Travel/Lodging,False
ACCT0003,2024-08-15 02:36:08,66.31,LegalAid #2,1096,online,Services/Legal Services,False
ACCT0003,2024-08-16 19:45:27,12.21,LocalBakery #2,1079,in-store,Food & Drink/Bakeries,False
